Nama Daerah,Detail,Harga,Tipe,Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Lantai,Sertifikasi,Alamat Lokasi,Kecamatan,Kota,HGB,"Lainnya (PPJB, Girik, Adat, dll)",SHM
"Mampang Prapatan, Jakarta Selatan",2 KT - 2 KM - 151 m2,2750000000,Rumah,151,151,2,2,1,HGB - Hak Guna Bangun,Mampang Prapatan,Mampang Prapatan,Jakarta Selatan,1,0,0
"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 150 m2,2300000000,Rumah,150,185,4,4,1,HGB - Hak Guna Bangun,Psr.minggu jatipadang jak-sel,Pasar Minggu,Jakarta Selatan,1,0,0
"Pesanggrahan, Jakarta Selatan",7 KT - 6 KM - 600 m2,13900000000,Rumah,600,600,7,6,2,SHM - Sertifikat Hak Milik,Bintaro Permain Jakarta Selatan,Pesanggrahan,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",2 KT - 2 KM - 45 m2,175000000,Rumah,45,30,2,2,2,"Lainnya (PPJB, Girik, Adat, dll)",BSD,Kebayoran Lama,Jakarta Selatan,0,1,0
"Pasar Minggu, Jakarta Selatan",4 KT - 3 KM - 250 m2,3800000000,Rumah,250,308,4,3,1,SHM - Sertifikat Hak Milik,jalan siaga baru III kel.pejaten barat kec.pasar minggu kota jakarta selatan,Pasar Minggu,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",3 KT - 2 KM - 150 m2,5700000000,Rumah,150,259,3,2,1,SHM - Sertifikat Hak Milik,Mampang Prapatan Jakarta Selatan,Mampang Prapatan,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",4 KT - 3 KM - 120 m2,2700000000,Rumah,120,200,4,3,2,SHM - Sertifikat Hak Milik,Pesanggrahan Jakarta Selatan,Pesanggrahan,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",3 KT - 2 KM - 97 m2,1800000000,Rumah,97,78,3,2,2,SHM - Sertifikat Hak Milik,Area Bintaro dekat stasiun jurang mangu,Kebayoran Baru,Jakarta Selatan,0,0,1
"Tebet, Jakarta Selatan",5 KT - 4 KM - 200 m2,1580000000,Rumah,200,215,5,4,2,SHM - Sertifikat Hak Milik,Kemang Pratama 1 Bekasi,Tebet,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",3 KT - 2 KM - 100 m2,1000000000,Rumah,100,70,3,2,2,SHM - Sertifikat Hak Milik,Jl kreo dekat univ budi luhur tyo WA 081290906962,Kebayoran Lama,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 200 m2,2500000000,Rumah,200,92,5,4,3,SHM - Sertifikat Hak Milik,Grand 54 Residence Jl.Kebagusan 3 Jaksel,Pasar Minggu,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 405 m2,22000000000,Rumah,405,408,4,4,1,SHM - Sertifikat Hak Milik,Pondok Indah,Kebayoran Lama,Jakarta Selatan,0,0,1
"Pancoran, Jakarta Selatan",5 KT - 2 KM - 250 m2,3500000000,Rumah,250,162,5,2,2,SHM - Sertifikat Hak Milik,Pancoran - Jakarta selatan,Pancoran,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 1 KM - 52 m2,464000000,Rumah,52,66,3,1,2,SHM - Sertifikat Hak Milik,"Citayam, Depok",Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 4 KM - 240 m2,11000000000,Rumah,240,304,4,4,3,SHM - Sertifikat Hak Milik,Cilandak Lebak Bulus,Cilandak,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 2 KM - 80 m2,815500000,Rumah,80,63,3,2,2,SHM - Sertifikat Hak Milik,"Kalimulya, Cilodong, Depok",Pasar Minggu,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",5 KT - 4 KM - 500 m2,13950000000,Rumah,500,690,5,4,2,SHM - Sertifikat Hak Milik,Mampang prapatan,Mampang Prapatan,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 116 m2,2350000000,Rumah,116,114,3,3,2,SHM - Sertifikat Hak Milik,Cirendeu,Pasar Minggu,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 5 KM - 225 m2,12275000000,Rumah,225,227,4,5,3,SHM - Sertifikat Hak Milik,Jl.Pinang merah 1 SB 3 pondok pinang keb. Lama jakse,Kebayoran Lama,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",5 KT - 3 KM - 148 m2,1500000000,Rumah,148,142,5,3,2,SHM - Sertifikat Hak Milik,Jln aup Raya pasar minggu rawa minyak rt06/10 no 48-49,Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 3 KM - 440 m2,150000000,Rumah,440,220,4,3,1,SHM - Sertifikat Hak Milik,"Alamat Lengkap :jl. Palem No. 7C, RT2/RW7,Pejaten Barat, Pasar Minggu, jakarta selatan 12510",Cilandak,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",2 KT - 1 KM - 48 m2,590000000,Rumah,48,72,2,1,1,SHM - Sertifikat Hak Milik,"Pengasinan, Sawangan, Depok",Pasar Minggu,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 160 m2,2400000000,Rumah,160,112,4,4,2,SHM - Sertifikat Hak Milik,"Kebagusan,Pasar Minggu Jakarta selatan",Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",5 KT - 4 KM - 168 m2,2500000000,Rumah,168,111,5,4,2,SHM - Sertifikat Hak Milik,"Jl Pangeran Antasari, Jl Puri Sakti, Cipete Selatan, Cilandak, Jakarta Selatan",Cilandak,Jakarta Selatan,0,0,1
"Pancoran, Jakarta Selatan",4 KT - 2 KM - 150 m2,5700000000,Rumah,150,258,4,2,1,SHM - Sertifikat Hak Milik,"Jl. Mampang Prapatan, Duren Tiga, Pancoran, Jakarta Selatan 12760",Pancoran,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",5 KT - 4 KM - 225 m2,3500000000,Rumah,225,250,5,4,2,SHM - Sertifikat Hak Milik,Sektor 9 Bintaro Jaya,Kebayoran Baru,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",5 KT - 3 KM - 200 m2,4999985000,Rumah,200,177,5,3,2,SHM - Sertifikat Hak Milik,"Jati padang, pasar minggu, jakarta selatan",Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 3 KM - 92 m2,1200000005,Rumah,92,98,3,3,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang | Belakang Cluster Baroni Summarecon Gading Serpong,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",2 KT - 2 KM - 90 m2,1800000000,Rumah,90,63,2,2,2,SHM - Sertifikat Hak Milik,Unknown,Kebayoran Lama,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 2 KM - 73 m2,900000000,Rumah,73,72,3,2,2,SHM - Sertifikat Hak Milik,Cinangka Pondok Cabe,Cilandak,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 190 m2,4000000000,Rumah,190,183,4,4,2,SHM - Sertifikat Hak Milik,Jatipadang - Jaksel,Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",2 KT - 2 KM - 68 m2,841000000,Rumah,68,35,2,2,2,SHM - Sertifikat Hak Milik,Pinang kali jati jakarta selatan,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",5 KT - 3 KM - 312 m2,10000000000,Rumah,312,312,5,3,1,SHM - Sertifikat Hak Milik,Komplek Sekneg Lama Cidodol Kebayoran Lama,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 2 KM - 180 m2,3500000000,Rumah,180,200,4,2,1,SHM - Sertifikat Hak Milik,Toapekong II,Kebayoran Lama,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",5 KT - 4 KM - 101 m2,3400000000,Rumah,101,239,5,4,3,SHM - Sertifikat Hak Milik,Jakarta,Cilandak,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",5 KT - 4 KM - 135 m2,3200000000,Rumah,135,250,5,4,2,SHM - Sertifikat Hak Milik,"Bumi Bintaro Permai, Jakarta Selatan",Pesanggrahan,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",4 KT - 3 KM - 100 m2,2300000000,Rumah,100,120,4,3,2,SHM - Sertifikat Hak Milik,Komplek Kejaksaan Agung Pasar Minggu,Pasar Minggu,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",7 KT - 5 KM - 450 m2,20000000000,Rumah,450,551,7,5,2,SHM - Sertifikat Hak Milik,Cipete utara Kabayoran baru,Kebayoran Baru,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",6 KT - 6 KM - 450 m2,16500000000,Rumah,450,196,6,6,3,SHM - Sertifikat Hak Milik,Jl. Taman Brawijaya,Kebayoran Baru,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 290 m2,4900000000,Rumah,290,226,4,4,2,SHM - Sertifikat Hak Milik,Jalan raya kebayoran lama. Hanya 3 menit k itc permata hijau,Kebayoran Lama,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 200 m2,4200000000,Rumah,200,133,5,4,3,SHM - Sertifikat Hak Milik,"Jl raya Joe Gg batas dua Perum kebagusan Terrace kavling Q,kebagusan,pasar minggu, Jakarta selatan",Pasar Minggu,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",6 KT - 3 KM - 400 m2,4000000000,Rumah,400,186,6,3,3,SHM - Sertifikat Hak Milik,Jl peninggaran timur kebayoran lama jaksel,Kebayoran Lama,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",2 KT - 2 KM - 68 m2,967000000,Rumah,68,35,2,2,2,SHM - Sertifikat Hak Milik,Jalan hj nado ( jalan pinang kalijati cilandak ),Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",2 KT - 1 KM - 70 m2,750000000,Rumah,70,80,2,1,1,SHM - Sertifikat Hak Milik,Jln Surya Kencana Pamulang,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",1 KT - 2 KM - 65 m2,400000000,Rumah,65,30,1,2,2,SHM - Sertifikat Hak Milik,Jl Haji Jian Gg Mushola Al Akhyar,Kebayoran Baru,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 3 KM - 100 m2,1950000000,Rumah,100,66,3,3,3,SHM - Sertifikat Hak Milik,Selatan Jakarta,Cilandak,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 3 KM - 153 m2,1100000000,Rumah,153,110,4,3,2,SHM - Sertifikat Hak Milik,Unknown,Cilandak,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 3 KM - 96 m2,2000000000,Rumah,96,72,3,3,3,SHM - Sertifikat Hak Milik,Cinere,Cilandak,Jakarta Selatan,0,0,1
"Pancoran, Jakarta Selatan",4 KT - 2 KM - 140 m2,4500000000,Rumah,140,232,4,2,1,HGB - Hak Guna Bangun,Unknown,Pancoran,Jakarta Selatan,1,0,0
"Pasar Minggu, Jakarta Selatan",3 KT - 2 KM - 120 m2,875000000,Rumah,120,91,3,2,2,SHM - Sertifikat Hak Milik,Depok Maharaja,Pasar Minggu,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 185 m2,5250000000,Rumah,185,253,5,4,2,SHM - Sertifikat Hak Milik,Pasar Minggu Jakarta Selatan,Pasar Minggu,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 3 KM - 400 m2,10000000000,Rumah,400,329,4,3,3,SHM - Sertifikat Hak Milik,Unknown,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",4 KT - 2 KM - 195 m2,8000000000,Rumah,195,195,4,2,2,SHM - Sertifikat Hak Milik,Unknown,Kebayoran Baru,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",3 KT - 1 KM - 65 m2,630000000,Rumah,65,75,3,1,1,SHM - Sertifikat Hak Milik,JL. Ulujami Raya Gang. Rajai,Pesanggrahan,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 320 m2,5200000000,Rumah,320,230,3,3,2,SHM - Sertifikat Hak Milik,Jl. Hj Amil Pejaten Barat,Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",2 KT - 2 KM - 68 m2,841000000,Rumah,68,35,2,2,2,SHM - Sertifikat Hak Milik,Jalan Pinang Kali Jati Pondok Labu Jakarta Selatan,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",3 KT - 2 KM - 100 m2,1050000000,Rumah,100,124,3,2,2,SHM - Sertifikat Hak Milik,Jalan Deltasari 1 no 15 rt 05/13. Kebayoran Baru,Kebayoran Baru,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 2 KM - 70 m2,800000000,Rumah,70,60,3,2,2,SHM - Sertifikat Hak Milik,Pamulang Tangsel,Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 2 KM - 73 m2,600000000,Rumah,73,70,3,2,2,SHM - Sertifikat Hak Milik,Depok,Cilandak,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",3 KT - 2 KM - 164 m2,4950000000,Rumah,164,150,3,2,2,SHM - Sertifikat Hak Milik,Veteran raya jakarta selatan,Pesanggrahan,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 30 m2,480000000,Rumah,30,30,4,4,2,SHM - Sertifikat Hak Milik,Jl Batu Merah IV Pasar Minggu Kalibata Jakarta Selatan,Kebayoran Lama,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",2 KT - 2 KM - 130 m2,850000000,Rumah,130,60,2,2,2,SHM - Sertifikat Hak Milik,Perumahan Brownstone Cilegon,Cilandak,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 2 KM - 120 m2,1000000000,Rumah,120,143,4,2,2,SHM - Sertifikat Hak Milik,Jl Shinta Raya Komplek Vila Pamulang Tangerang Selatan,Cilandak,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",4 KT - 5 KM - 500 m2,11500000000,Rumah,500,600,4,5,1,SHM - Sertifikat Hak Milik,Unknown,Pesanggrahan,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",3 KT - 2 KM - 93 m2,1400000000,Rumah,93,77,3,2,2,SHM - Sertifikat Hak Milik,Andora Residence No. 5 - Jakarta Selatan,Pesanggrahan,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 4 KM - 550 m2,23500000000,Rumah,550,335,4,4,2,SHM - Sertifikat Hak Milik,Jalan Kencana Indah III no 1 pondok pinang,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",1 KT - 1 KM - 27 m2,525000000,Rumah,27,60,1,1,1,SHM - Sertifikat Hak Milik,Serpong Natura City Cluster Fidelia 9/- Pengasinan Gunung Sindur Kabupaten Bogor,Kebayoran Lama,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 4 KM - 183 m2,3500000000,Rumah,183,105,4,4,2,SHM - Sertifikat Hak Milik,"Jl. RS Fatmawati No. 7, RT 2 RW 1, Pd. Labu, Cilandak, Jakarta Selatan, DKI Jakarta 12420",Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",5 KT - 2 KM - 200 m2,1500000000,Rumah,200,172,5,2,2,SHM - Sertifikat Hak Milik,"Jl. Toapekong Cidodol, Kebayoran Lama",Kebayoran Lama,Jakarta Selatan,0,0,1
"Pancoran, Jakarta Selatan",4 KT - 3 KM - 140 m2,4000000000,Rumah,140,232,4,3,1,HGB - Hak Guna Bangun,Pancoran buntu I no 23,Pancoran,Jakarta Selatan,1,0,0
"Pasar Minggu, Jakarta Selatan",2 KT - 1 KM - 39 m2,500000000,Rumah,39,66,2,1,1,SHM - Sertifikat Hak Milik,Rawakalong,Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 2 KM - 100 m2,1450000000,Rumah,100,54,3,2,2,SHM - Sertifikat Hak Milik,Jalan lebak bulus II RT 006 cilandak jakarta selatan,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",5 KT - 4 KM - 350 m2,4500000000,Rumah,350,300,5,4,1,HGB - Hak Guna Bangun,"Kota Wisata Cibubur, Jalan Alternatif Transyogi Cibubur KM 6,  Gunung Putri, Kabupaten Bogor, Jawa Barat ·",Kebayoran Baru,Jakarta Selatan,1,0,0
"Kebayoran Baru, Jakarta Selatan",4 KT - 4 KM - 128 m2,1500000000,Rumah,128,110,4,4,2,HGB - Hak Guna Bangun,"Legenda Wisata, Jalan Alternatif Cibubur (Transyogi) KM 6 Kelurahan Nagrak, Kecamatan Gunung Putri, Kabupaten Bogor, Jawa Barat",Kebayoran Baru,Jakarta Selatan,1,0,0
"Pesanggrahan, Jakarta Selatan",6 KT - 3 KM - 207 m2,2200000000,Rumah,207,240,6,3,1,SHM - Sertifikat Hak Milik,"Pesanggrahan, Jakarta Selatan",Pesanggrahan,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",4 KT - 5 KM - 240 m2,2500000000,Rumah,240,160,4,5,2,HGB - Hak Guna Bangun,The Address cibubur,Kebayoran Baru,Jakarta Selatan,1,0,0
"Kebayoran Lama, Jakarta Selatan",3 KT - 2 KM - 100 m2,1900000000,Rumah,100,108,3,2,1,SHM - Sertifikat Hak Milik,"Kebayoran Lama, Jakarta Selatan",Kebayoran Lama,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",3 KT - 2 KM - 60 m2,500000000,Rumah,60,60,3,2,2,SHM - Sertifikat Hak Milik,rawakalong,Mampang Prapatan,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 170 m2,2500000000,Rumah,170,112,4,4,2,SHM - Sertifikat Hak Milik,Jl.kebagusan raya dkt pintu timur ragunan,Pasar Minggu,Jakarta Selatan,0,0,1
"Pancoran, Jakarta Selatan",5 KT - 4 KM - 414 m2,13500000000,Rumah,414,542,5,4,1,SHM - Sertifikat Hak Milik,Jalan Kalibata II no.11 RT 012 RW 02 Kel. Duren Tiga Kec. Pancoran Jakarta Selatan,Pancoran,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 120 m2,2250000000,Rumah,120,145,3,3,2,SHM - Sertifikat Hak Milik,Warung Sila Jagakarsa,Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",2 KT - 2 KM - 68 m2,840000000,Rumah,68,35,2,2,2,SHM - Sertifikat Hak Milik,Jl Ahmad nado pondok labu,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 2 KM - 77 m2,508000000,Rumah,77,72,4,2,2,SHM - Sertifikat Hak Milik,Aryana Karawaci Tangerang.,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",1 KT - 1 KM - 70 m2,520000000,Rumah,70,70,1,1,1,SHM - Sertifikat Hak Milik,"Jl. Ciledug Raya No.99 Cipulir, Kebayoran Lama, Jakarta Selatan",Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",5 KT - 5 KM - 346 m2,20000000001,Rumah,346,400,5,5,2,SHM - Sertifikat Hak Milik,Pondok indah jaksel,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",3 KT - 3 KM - 120 m2,1850000000,Rumah,120,130,3,3,2,SHM - Sertifikat Hak Milik,Komplek Deplu Adam Malik. 2 menit k halte Busway Kampus Budi Luhur,Kebayoran Lama,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 160 m2,2600000000,Rumah,160,107,4,4,2,SHM - Sertifikat Hak Milik,Kebagusan Pasar Minggu Jakarta Selatan,Pasar Minggu,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",4 KT - 4 KM - 84 m2,1600000000,Rumah,84,84,4,4,2,SHM - Sertifikat Hak Milik,graha raya bintaro,Pesanggrahan,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",3 KT - 2 KM - 71 m2,1650000000,Rumah,71,94,3,2,2,HGB - Hak Guna Bangun,bintaro,Pesanggrahan,Jakarta Selatan,1,0,0
"Pancoran, Jakarta Selatan",2 KT - 2 KM - 80 m2,830000000,Rumah,80,55,2,2,2,SHM - Sertifikat Hak Milik,Rawa Bunga tangerang selatan,Pancoran,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",3 KT - 3 KM - 184 m2,4000000000,Rumah,184,240,3,3,1,SHM - Sertifikat Hak Milik,"Pondok Jaya, Pela Mampang, Mampang Prapatan, Jak-Sel",Mampang Prapatan,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",2 KT - 1 KM - 153 m2,4500000000,Rumah,153,153,2,1,1,SHM - Sertifikat Hak Milik,Jl. Perdagangan dalam No21,Pesanggrahan,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",6 KT - 5 KM - 500 m2,13000000000,Rumah,500,500,6,5,2,SHM - Sertifikat Hak Milik,Jl. Masjid Al Fajri,Pasar Minggu,Jakarta Selatan,0,0,1
"Pesanggrahan, Jakarta Selatan",4 KT - 4 KM - 200 m2,3500000000,Rumah,200,200,4,4,2,SHM - Sertifikat Hak Milik,Bintaro Jakarta Selatan,Pesanggrahan,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",6 KT - 5 KM - 400 m2,22000000000,Rumah,400,606,6,5,2,SHM - Sertifikat Hak Milik,Cilandak barat dekat Musium Basuki Abdullah,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",6 KT - 4 KM - 350 m2,7000000000,Rumah,350,250,6,4,2,SHM - Sertifikat Hak Milik,jl. rawa simprug,Kebayoran Lama,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",4 KT - 2 KM - 140 m2,2000000000,Rumah,140,125,4,2,2,HGB - Hak Guna Bangun,Jl. Buncit Raya jakarta selatan,Mampang Prapatan,Jakarta Selatan,1,0,0
"Pasar Minggu, Jakarta Selatan",3 KT - 4 KM - 270 m2,4700000000,Rumah,270,155,3,4,3,SHM - Sertifikat Hak Milik,jalan batu permata pasarminggu,Pasar Minggu,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",3 KT - 2 KM - 281 m2,1400000000,Rumah,281,284,3,2,1,SHM - Sertifikat Hak Milik,Petukangan Utara Jaksel,Kebayoran Lama,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",2 KT - 1 KM - 36 m2,250000000,Rumah,36,55,2,1,1,SHM - Sertifikat Hak Milik,Kota depok,Pasar Minggu,Jakarta Selatan,0,0,1
"Pancoran, Jakarta Selatan",2 KT - 1 KM - 36 m2,250000000,Rumah,36,55,2,1,1,SHM - Sertifikat Hak Milik,Kota depok,Pancoran,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",2 KT - 1 KM - 36 m2,250000000,Rumah,36,55,2,1,1,SHM - Sertifikat Hak Milik,Kota depok,Mampang Prapatan,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 3 KM - 300 m2,3300000000,Rumah,300,186,4,3,2,SHM - Sertifikat Hak Milik,Perumahan the bango residence cilandak jakarta selatan,Cilandak,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",5 KT - 4 KM - 200 m2,2975000000,Rumah,200,123,5,4,2,SHM - Sertifikat Hak Milik,"Komplek Palem Kebagusan, Jl Kebagusan Raya, Pasar Minggu, Jakarta Selatan",Pasar Minggu,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",3 KT - 3 KM - 148 m2,4500000000,Rumah,148,112,3,3,1,SHM - Sertifikat Hak Milik,serenia hills - lebak bulus,Cilandak,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",2 KT - 2 KM - 68 m2,841505760,Rumah,68,35,2,2,2,SHM - Sertifikat Hak Milik,Jalan pinang kalijati,Cilandak,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",4 KT - 4 KM - 134 m2,2850000000,Rumah,134,113,4,4,2,SHM - Sertifikat Hak Milik,Jl Joe Kebagusan Pasar Minggu Jakarta Selatan,Pasar Minggu,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",6 KT - 4 KM - 250 m2,15000000000,Rumah,250,570,6,4,2,SHM - Sertifikat Hak Milik,"Jati Murni, PEjaten< Jakarta Selatan",Pasar Minggu,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",4 KT - 4 KM - 380 m2,12500000000,Rumah,380,315,4,4,2,SHM - Sertifikat Hak Milik,Tebet,Mampang Prapatan,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",7 KT - 7 KM - 650 m2,18000000000,Rumah,650,890,7,7,2,SHM - Sertifikat Hak Milik,Cilandak jakarta selatan,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Baru, Jakarta Selatan",6 KT - 5 KM - 450 m2,15500000000,Rumah,450,570,6,5,2,SHM - Sertifikat Hak Milik,Lebak bulus jakarta selatan,Kebayoran Baru,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",4 KT - 4 KM - 433 m2,8250000000,Rumah,433,155,4,4,3,SHM - Sertifikat Hak Milik,Cilandak jakarta selatan,Cilandak,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",6 KT - 5 KM - 650 m2,15300000000,Rumah,650,300,6,5,2,SHM - Sertifikat Hak Milik,Pondok Indah,Kebayoran Lama,Jakarta Selatan,0,0,1
"Kebayoran Lama, Jakarta Selatan",4 KT - 5 KM - 208 m2,12500000000,Rumah,208,267,4,5,2,SHM - Sertifikat Hak Milik,Pondok Indah,Kebayoran Lama,Jakarta Selatan,0,0,1
"Cilandak, Jakarta Selatan",5 KT - 4 KM - 345 m2,9500000000,Rumah,345,299,5,4,2,SHM - Sertifikat Hak Milik,Cilandak,Cilandak,Jakarta Selatan,0,0,1
"Pasar Minggu, Jakarta Selatan",3 KT - 3 KM - 61 m2,1500000000,Rumah,61,61,3,3,2,SHM - Sertifikat Hak Milik,Pasar minggu,Pasar Minggu,Jakarta Selatan,0,0,1
"Mampang Prapatan, Jakarta Selatan",5 KT - 2 KM - 270 m2,5600000000,Rumah,270,270,5,2,2,SHM - Sertifikat Hak Milik,Komplek Pertambangan Duren Tiga/Mampang Prapatan,Mampang Prapatan,Jakarta Selatan,0,0,1
